2/15/00,3.935879,0
2/16/00,3.774641,8.900415754
2/17/00,3.799447,1.394232931
2/18/00,3.679551,9.157876602
2/22/00,3.764305,4.371837008
2/23/00,3.844924,1.730587851
2/24/00,3.810299,5.211137918
2/25/00,3.650611,6.167279249
2/28/00,3.7457,9.55426339
2/29/00,3.791178,3.549066226
3/1/00,4.310036,3.255156874
3/2/00,4.035103,2.381235162
3/3/00,4.233551,5.908586352
3/6/00,4.157066,1.899689213
3/7/00,4.064044,4.605875589
3/8/00,4.035103,5.167045285
3/9/00,4.043372,1.809431927
3/10/00,4.159133,0.164759684
3/13/00,4.012364,7.966381928
3/14/00,3.778775,1.979904168
3/15/00,3.844924,3.374891804
3/16/00,4.020633,1.406260231
3/17/00,4.134327,4.210504803
3/20/00,4.068178,4.195621256
3/21/00,4.463006,5.137902309
3/22/00,4.768947,0.683710901
3/23/00,4.673857,1.931190334
3/24/00,4.587036,0.745220148
3/27/00,4.615976,4.222210175
3/28/00,4.601506,5.894933081
3/29/00,4.496081,2.589277601
3/30/00,4.159133,4.129224475
3/31/00,4.491946,0.631121669
4/3/00,4.40926,3.149826342
4/4/00,4.210812,2.176467281
4/5/00,4.312103,2.026872313
4/6/00,4.140529,0.878430625
4/7/00,4.357581,4.228472074
4/10/00,4.134327,2.453997028
4/11/00,3.95035,1.159588568
4/12/00,3.613402,11.63708919
4/13/00,3.764305,6.586413449
4/14/00,3.700223,4.531256779
4/17/00,4.097118,1.778550064
4/18/00,4.196342,2.212605638
4/19/00,4.006163,0.69332307
4/20/00,3.931745,0.197690607
4/24/00,3.985491,2.690519875
4/25/00,4.243887,3.535987762
4/26/00,4.012364,5.975552924
4/27/00,4.192208,1.663076652
4/28/00,4.10332,4.224509756
5/1/00,4.111588,2.658333509
5/2/00,3.89867,1.571810116
5/3/00,3.805648,8.551793716
5/4/00,3.660947,6.201431189
5/5/00,3.741566,1.966691179
5/8/00,3.642342,1.829655722
5/9/00,3.487305,0.606054566
5/10/00,3.284723,0.30398019
5/11/00,3.400484,2.266659193
5/12/00,3.559656,7.831353313
5/15/00,3.340536,7.162134926
5/16/00,3.495574,1.812771304
5/17/00,3.352939,4.555726227
5/18/00,3.332268,2.270693287
5/19/00,3.109014,4.005644367
5/22/00,2.974648,4.814986419
5/23/00,2.838216,5.220007996
5/24/00,2.900231,4.501991807
5/25/00,2.886276,9.014120211
5/26/00,2.85682,3.87516155
5/30/00,2.896096,1.674113515
5/31/00,2.778268,9.364269388
6/1/00,2.947775,2.285717735
6/2/00,3.061469,4.588922118
