,date,return_SPY,vol_SPY,RSI_SPY,label,return_AAPL,vol_AAPL,RSI_AAPL,return_MSFT,vol_MSFT,RSI_MSFT,return_XOM,vol_XOM,RSI_XOM,return_JNJ,vol_JNJ,RSI_JNJ,return_GE,vol_GE,RSI_GE,return_BRK-B,vol_BRK-B,RSI_BRK-B,return_AMZN,vol_AMZN,RSI_AMZN,return_WFC,vol_WFC,RSI_WFC,return_JPM,vol_JPM,RSI_JPM,return_T,vol_T,RSI_T
948,2003-10-13,0.00421983,0.63065375,61.9247418,0.0,0.00978727,1.97247177,64.8975336,0.00242130,1.36867700,55.5465103,0.00708664,0.55941336,64.2997565,0.00627661,0.74877226,44.8987793,-0.0043844,1.13784081,39.7109651,0.00397457,0.45729775,53.4538128,0.00415941,1.97437793,78.8095608,0.00977497,0.70185022,77.0678969,-0.0039215,1.04351121,55.6995642,-0.0004545,1.09585475,39.0207639
949,2003-10-14,0.00085955,0.63774779,62.3107648,1.0,0.02486295,1.86913697,68.2210793,-0.0110420,1.37171645,51.6920399,0.00208501,0.56608349,65.2376265,0.01871227,0.76157419,53.8399144,-0.0210027,1.12784737,34.9989209,0.00316705,0.45734498,55.8469406,0.00276146,1.97953570,79.0641868,0.00328767,0.71164373,77.9130037,0.02643416,0.98642866,63.1753949,-0.0136425,1.09443289,35.5893126
950,2003-10-15,0.01011448,0.60648787,66.6049457,1.0,0.02179280,1.88294457,70.8876444,0.01884162,1.37828888,57.1017809,0.00780231,0.55172844,68.5718447,0.00928297,0.78053506,57.5856813,0.01764705,1.17869932,41.1815817,0.00631412,0.43476731,60.2488964,0.03941482,1.93781666,82.3357876,0.00637172,0.65403210,79.4953417,0.01205476,1.02939149,66.0623633,-0.0110650,1.10463474,33.0828507
951,2003-10-16,-0.0111468,0.59461709,58.6005797,1.0,-0.0422534,1.93499311,60.1240324,-0.0099315,1.35120679,53.6284765,-0.0067096,0.56097696,62.9376720,-0.0117416,0.79674676,51.8061231,-0.0197211,1.14788711,36.8847867,0.01176467,0.44334729,66.9102646,-0.0369266,1.99324626,70.7425473,-0.0045224,0.67200935,75.3432691,-0.0105576,1.04245773,61.4628268,0.01398596,1.13557647,38.8776061
952,2003-10-17,0.00754681,0.62950843,61.9016626,1.0,-0.0176471,2.02320647,56.4328410,0.01279837,1.30164720,57.2051005,0.01091187,0.58158707,67.5727434,0.00712873,0.80321877,54.7412144,0.00659035,1.15252215,39.1255051,0.00658915,0.47268330,69.9802412,0.01960108,2.01965567,72.8473568,0.00054519,0.66623049,75.5085916,0.00191518,1.06131968,61.9745702,0.01609195,1.09767693,44.8752072
953,2003-10-20,-0.0096710,0.64949165,55.7234982,1.0,-0.0333618,2.02014210,50.2614781,-0.0112704,1.32888733,53.2594863,-0.0064250,0.61795998,62.5576222,-0.0051121,0.80189393,52.2654801,-0.0093039,1.15627507,37.1093171,-0.0127069,0.49398666,58.6123408,0.00438451,2.03088006,73.3188098,-0.0010897,0.63113316,74.4337138,-0.0128344,1.03137851,56.5451957,-0.0022624,1.14119357,44.2078294
954,2003-10-21,0.00354239,0.67849033,57.3850253,1.0,0.03141588,2.09468586,55.0772297,0.01381689,1.34756332,57.1201565,-0.0007759,0.63060517,61.9633353,0.00079053,0.81172639,52.6205037,0.00869565,1.17759198,40.1829836,-0.0066302,0.53436088,53.7668334,0.00285424,2.01354618,73.6410712,-0.0016363,0.63345580,72.7605918,0.01244802,1.05966282,60.1452923,-0.0181405,1.13864264,39.1870336
955,2003-10-22,-0.0075367,0.67962278,52.8268026,1.0,-0.0158730,2.19199148,52.2387075,-0.0109028,1.36309233,53.3254503,-0.0214859,0.62006820,48.2935409,-0.0086887,0.79670752,48.3598689,-0.0075861,1.20335501,38.4042336,-0.0062818,0.55381751,49.6098948,-0.0616105,1.98004973,57.4615178,0.00109271,0.62384221,73.1932087,-0.0418032,1.08562526,46.1467115,-0.0013856,1.19477258,38.8308427
956,2003-10-23,-0.0109583,0.67765795,47.0223273,1.0,-0.0091542,2.20347528,50.6434041,-0.0106786,1.32730035,49.8690769,-0.0185185,0.67861594,40.2322325,-0.0049800,0.82567000,46.0770175,-0.0149409,1.22756906,35.1308642,-0.0003951,0.56946419,49.3530632,-0.0547725,2.12597040,47.9890421,-0.0043660,0.62031046,68.5064109,-0.0105502,1.16893050,43.5094092,0.01757627,1.18783735,45.5787516
957,2003-10-24,-0.0005831,0.70020620,46.7313052,1.0,-0.0074790,2.23398953,49.3300665,-0.0504874,1.31889535,37.5946747,0.00053911,0.74034442,40.5376517,0.00720720,0.77397765,49.7551807,0.00141089,1.27737228,35.6800584,0.0,0.56946001,49.3530632,0.02963380,2.30422225,52.3180305,0.00310619,0.58322986,69.9731113,0.00864550,1.18739239,46.1944458,0.01136363,1.17830912,49.5239118
958,2003-10-27,0.00884951,0.69594705,51.6219364,1.0,0.00842194,2.21996841,50.8637821,-0.0132013,1.46549482,35.2733535,0.01858841,0.73339273,50.0253768,0.00079501,0.78079326,50.1619311,0.00387463,1.24128075,37.2533545,0.02094864,0.55757410,61.5790513,0.00641618,2.30559879,53.2521665,0.00546446,0.56702884,72.4145706,0.00714285,1.19349469,48.3956741,0.03101128,1.19772477,58.4720220
959,2003-10-28,0.00231352,0.70549343,52.8514317,1.0,-0.0083516,2.20361685,49.2581097,0.00668896,1.40154179,37.3561277,0.00449613,0.76903841,52.0551284,-0.0071498,0.72001848,46.5122189,-0.0007017,1.24677231,37.0757830,-0.0100658,0.60884766,54.6141075,0.00528227,2.28908173,54.0553182,-0.0286232,0.56583683,49.5592836,-0.0070921,1.16957151,46.3534440,0.01438530,1.29252672,61.9464873
960,2003-10-29,0.00759755,0.70377632,56.7479216,1.0,0.04210992,2.14377454,56.6302296,0.00258397,1.41913866,38.1891073,0.00052659,0.75484765,52.3005850,0.01020199,0.73144262,51.8563695,0.00140449,1.22054006,37.7152298,0.01212356,0.62240845,60.3696288,0.02645412,2.30374980,57.9703626,0.02405820,0.65858644,60.5163661,0.01571425,1.18242776,51.2294309,0.01375161,1.28777134,65.0041253
961,2003-10-30,0.00973564,0.68834374,61.2058588,1.0,0.02041680,2.26012761,59.8076221,-0.0055228,1.38668657,37.0521426,-0.0181578,0.74054730,43.9422785,-0.0201980,0.75102798,42.6731461,0.02208976,1.16651737,46.8725927,0.00386400,0.61052756,62.0418518,0.01323918,2.33245907,59.8624638,0.00054633,0.71281162,60.7300028,0.01687772,1.16497494,55.9347896,0.01102161,1.28005686,67.3029604
962,2003-10-31,-0.0036865,0.71821889,58.7140467,1.0,-0.0287620,2.28795115,53.7153887,-0.0236948,1.37380253,32.5934231,-0.0230501,0.73005719,36.1810924,0.00242518,0.79004475,43.9311251,-0.0068610,1.23910092,44.6293263,0.00230952,0.57852306,63.0493231,-0.0261324,2.37298304,54.5711169,0.00655260,0.69282909,63.2965328,-0.0069156,1.19522236,53.6137509,0.00041932,1.26693804,67.3916911
963,2003-11-03,0.00332066,0.70246109,60.2770176,1.0,-0.0201716,2.26617751,49.9807014,-0.0007584,1.30419535,32.4619525,0.01289429,0.79782081,42.1904297,0.00967750,0.76227205,48.7735723,0.00345416,1.19377272,46.0203674,-0.0007680,0.56213472,62.4542734,-0.0196780,2.33660759,51.0102451,0.01844486,0.65427974,69.3989815,0.00891362,1.15805067,56.1234745,0.00502929,1.22763391,68.4963921
964,2003-11-04,0.00226948,0.66813503,61.3573132,1.0,0.01051252,2.23143493,51.8227388,0.00910815,1.26528084,35.8079386,-0.0108341,0.82271078,38.8385556,-0.0145767,0.75248571,42.7294234,-0.0082616,1.12097670,43.2143355,0.01229821,0.55406655,67.7058631,0.03467156,2.31098195,56.3128807,0.00994319,0.71382819,72.1379269,0.00220866,1.14175316,56.7534209,0.00708924,1.21389338,70.0446620
965,2003-11-05,-0.0047174,0.66727341,57.8287979,1.0,-0.0108366,2.24243101,49.7667830,-0.0165475,1.26501893,32.6174864,-0.0076669,0.84518244,36.6439435,-0.0081053,0.78444150,39.8177449,-0.0138840,1.11686975,38.9514956,0.01290813,0.56460113,72.1613281,-0.0100529,2.36570054,54.4101728,-0.0216244,0.71084568,59.5338249,0.00716258,1.14721155,58.8226655,-0.0194616,1.15076249,61.1036415
966,2003-11-06,0.00104275,0.66577728,58.3956526,1.0,0.00394390,2.24979152,50.5277063,0.00420650,1.26408777,34.1960056,-0.0093818,0.81820261,34.1225273,0.00306429,0.78961226,41.4295245,-0.0038719,1.13120087,37.8458601,0.00074964,0.58663088,72.4025318,0.01211473,2.19250294,56.3068627,0.00071872,0.78031838,59.7799175,-0.0005470,1.12250173,58.5904320,-0.0118243,1.11793353,56.4783521
967,2003-11-07,0.00984849,0.61397775,63.4042100,1.0,0.01222173,2.13236606,52.9172341,0.00456964,1.14977420,35.9585238,0.0,0.82450655,34.1225273,-0.0026475,0.76250809,40.4192012,0.00848063,1.06288361,41.7320204,-0.0011236,0.58384720,71.4031560,-0.0211230,2.18720527,52.1811495,0.00377092,0.75664687,61.1169724,-0.0054734,1.07737686,56.2009141,-0.0132478,1.06705783,51.8029925
968,2003-11-10,-0.0084396,0.61492223,57.0082522,1.0,-0.0319103,2.01065625,46.5218661,-0.0098558,1.14159002,33.8434155,-0.0094707,0.81552200,31.6007304,-0.0034715,0.76661579,39.0771213,-0.0108619,1.01438745,38.3928830,0.00412450,0.58230147,72.8812222,-0.0298507,2.24150573,47.0457990,-0.0110912,0.75542359,55.2746532,-0.0090809,1.04990751,52.4032960,-0.0056301,1.09448225,49.9361083
969,2003-11-11,-0.0061471,0.63840810,52.8608335,1.0,-0.0244988,1.92162181,42.4185146,-0.0042113,1.15793545,32.9600709,0.01574797,0.82727136,39.5278480,-0.0012294,0.75463296,38.5901235,-0.0028338,1.03731374,37.5577117,-0.0033607,0.57750195,69.7066664,-0.0391103,2.27287188,41.4604568,0.00416061,0.76361361,56.9198487,-0.0127742,1.06859008,47.5772421,0.02395474,1.09811178,56.9970447
970,2003-11-12,0.00133225,0.65291662,53.6431347,1.0,-0.0191781,1.94124026,39.5497218,-0.0061514,1.15085403,31.6654296,-0.0005537,0.87885841,39.3524255,0.01436185,0.72280872,46.9042317,-0.0010656,1.01898218,37.2306520,0.00562006,0.58337542,71.9032839,0.01408179,2.35072995,43.9401927,0.01062871,0.75737878,60.8937802,0.01547113,1.09179130,53.1346826,-0.0038281,1.16427481,55.6147787
971,2003-11-13,0.00741232,0.64939554,57.8408491,1.0,0.02746741,1.94510744,45.1604934,0.00038688,1.10606819,31.8456331,-0.0030469,0.86710634,38.3445756,-0.0006067,0.77068158,46.6129726,0.01706966,0.97404950,45.4204966,0.00223544,0.59412821,72.7543180,0.02796273,2.31173418,48.6566881,0.01122998,0.79087403,64.6441885,-0.0080331,1.13372756,50.1177683,0.00555076,1.09457985,57.2283118
972,2003-11-14,0.00367889,0.61790476,59.8009132,1.0,0.01857730,2.02217973,48.7223006,-0.0061871,1.05741132,30.4616301,0.01000266,0.83844026,43.4492519,0.02570329,0.72710637,58.3923497,-0.0122377,0.94932007,41.1993467,0.00297397,0.57891303,73.8899208,0.00721685,2.36566275,49.8619077,0.00757976,0.76896791,66.9723926,-0.0030717,1.11727700,48.9817047,-0.0144373,1.10861229,51.9128840
973,2003-11-17,-0.0140037,0.57326603,50.1986017,1.0,-0.0502669,2.05365535,40.8477889,-0.0120623,0.99484844,27.9290003,-0.0228335,0.82269689,36.0404048,0.01617995,0.79029273,63.9267069,-0.0205309,0.92353337,35.3383696,-0.0029651,0.58352910,70.7157549,-0.0461143,2.24055656,42.8847238,-0.0181945,0.74353645,57.1671804,-0.0140056,1.07725563,44.0894648,0.01723403,1.08530843,56.9758761
974,2003-11-18,0.00314549,0.61383619,52.0355318,1.0,-0.0065573,2.11322376,39.9855392,-0.0023630,1.03391310,27.4532527,0.00084456,0.89529047,36.4621163,0.00834951,0.80414436,66.4470734,0.02710516,0.97591858,46.0301260,0.01078070,0.57490161,74.9214794,-0.0229198,2.27953086,40.0251513,0.01033503,0.79170052,60.6290998,0.00624991,1.07909801,46.6159503,-0.0004235,1.09467829,56.8148093
975,2003-11-19,-0.0114975,0.61723443,45.4200382,1.0,-0.0306459,2.07662898,36.1681946,-0.0015791,1.02578094,27.1215677,-0.0137833,0.89194263,32.6727415,-0.0005776,0.82665565,66.1001061,0.02040816,1.02110785,52.5625604,0.00257446,0.60031790,75.8240313,-0.0398186,2.28597375,35.6763556,-0.0197530,0.81737876,51.9049711,-0.0149632,1.06678731,41.7243021,-0.0135592,1.09609027,51.7717113
976,2003-11-20,-0.0002883,0.62101886,45.2663839,1.0,-0.0223735,1.99737632,33.7151071,-0.0047449,0.99082852,26.1026548,0.00541925,0.89554797,35.4730663,0.00289011,0.82724892,67.0272410,0.00413796,1.08586485,53.8083053,0.00366839,0.60230386,77.0923848,0.00800654,2.32981381,37.0973794,0.01205465,0.83885293,55.9851630,-0.0042991,1.05571767,40.4312096,-0.0184708,1.12650619,45.8785172
977,2003-11-21,0.00230767,0.60440780,46.8164835,1.0,0.01194034,2.06478664,36.1484139,0.00635677,0.99075031,29.8849328,0.01106380,0.91187014,40.9062673,-0.0107588,0.82756049,60.3871095,-0.0013736,1.09747607,53.3057858,0.00511693,0.59999303,78.7715157,-0.0020366,2.23805588,36.8724505,0.00853333,0.87348472,58.6891053,0.00316626,1.05623580,41.8543148,0.01094091,1.17025812,49.4791908
978,2003-11-24,0.00431699,0.59271281,49.6933787,1.0,0.00786627,2.07597535,37.7880509,0.0,0.97657577,29.8849328,-0.0044893,0.93567741,39.4390982,-0.0264129,0.80963826,47.9606226,-0.0092847,1.00597447,49.9170940,0.00509088,0.59467811,80.3246594,0.00571426,2.22800660,38.0059001,0.00475938,0.89700354,60.1712882,0.00918220,1.03442773,45.9033052,-0.0012987,1.15746676,49.0574121
979,2003-11-25,0.00993410,0.59303669,55.6626193,1.0,0.03560975,2.06957201,44.7580483,0.02131863,0.96850474,41.5873474,0.00056369,0.92701964,39.7300950,0.02194292,0.87675926,55.8705173,-0.0013883,1.02230874,49.4159149,0.01013027,0.59839914,83.0030893,0.04200485,2.23318945,45.7595297,-0.0031578,0.88028492,58.6602531,-0.0005685,1.05196320,45.6892032,-0.0021673,1.16028061,48.3181377
980,2003-11-26,0.00652600,0.62328518,59.1277481,1.0,-0.0160150,2.10539467,42.3766871,-0.0100502,1.00275986,38.2749515,0.01126766,0.92194858,45.3826333,-0.0099550,0.88752811,51.9294483,0.01181790,0.95692761,53.6737299,0.01038678,0.62160985,85.2436605,0.02882189,2.36400075,50.5241210,0.00932766,0.87985233,61.7093055,0.00426733,0.96574449,47.6612805,0.01954817,1.12202994,54.9046964
981,2003-11-28,-0.0013155,0.61132360,58.1349738,1.0,-0.0052657,2.08613541,41.6054149,-0.0042952,0.97345528,36.9345890,0.01448456,0.93349974,51.7215991,-0.0289826,0.88976847,42.6014454,-0.0089316,0.93749709,50.1943096,-0.0074441,0.63518539,77.2974594,0.00018924,2.32869098,50.5557185,-0.0019179,0.88970546,60.7085358,0.0,0.93978640,47.6612805,-0.0034086,1.15030717,53.5969498
982,2003-12-01,0.00536318,0.57855268,61.0057145,1.0,0.01251198,1.96284289,44.1909192,0.01568627,0.95466760,44.5401976,0.00219665,0.95941621,52.6324640,0.02131977,0.94723856,49.5696781,0.01213175,0.90153205,54.4728400,0.00357144,0.62078359,78.3332232,0.02952312,2.20623305,55.3475514,0.00925922,0.88102395,63.7583508,0.00878192,0.90459419,51.8518110,-0.0038477,1.11504930,52.0936819
983,2003-12-02,0.00496021,0.57127389,63.5111781,1.0,0.02661601,1.94572569,49.3887437,0.00193054,0.96429393,45.4261908,-0.0049315,0.93036547,50.3315634,-0.0161033,0.99454204,45.0283115,-0.0058219,0.92000336,52.1303868,-0.0021352,0.61072456,76.0901419,0.00183819,2.23930653,55.6442981,-0.0003462,0.91007071,63.5578643,0.00252737,0.92748333,53.0276580,-0.0128754,1.07423545,47.3284846
984,2003-12-03,0.00251448,0.55557116,64.7536393,1.0,-0.0027777,1.92323973,48.8636431,-0.0050096,0.93316076,43.4812483,0.00357932,0.92538688,51.9648492,-0.0058597,1.03117933,43.4919955,0.01929035,0.90839666,58.4663673,0.00106985,0.57548538,76.4531963,-0.0073394,2.23081880,54.0956301,-0.0121212,0.90759225,56.8230470,0.00308123,0.89312648,54.4905338,0.00782608,1.10961214,50.2679578
985,2003-12-04,-0.0044589,0.55214479,60.7906961,1.0,-0.0278551,1.82777922,43.8435388,-0.0038730,0.90380337,41.9918602,-0.0035665,0.93473139,50.1875428,0.00142274,1.04807685,43.9887561,-0.0064210,0.94371233,55.7692505,-0.0007125,0.55695067,75.6286743,-0.0489833,2.24576959,45.1336148,-0.0028045,0.94254181,55.3785906,-0.0044679,0.86190385,51.9559325,-0.0056083,1.07523061,48.1767829
986,2003-12-05,-0.0004665,0.54188543,60.3762328,1.0,-0.0019102,1.86771982,43.5225097,0.00933126,0.88037051,46.7097244,0.02230178,0.87500011,59.4854848,0.00629190,1.02385685,46.2426445,-0.0081632,0.93982872,52.4762003,0.00142605,0.53838609,76.1819326,-0.0048590,2.20367863,44.3865230,-0.0010546,0.94824795,54.8158859,-0.0134643,0.73745309,45.1680786,0.04338394,1.08930625,61.4587615
987,2003-12-08,-0.0035474,0.50691251,57.1848607,1.0,-0.0057415,1.84357314,42.5167589,0.00616340,0.87587912,49.6497875,-0.0061944,0.88761092,56.2734693,-0.0044372,1.02822959,44.8629286,-0.0003429,0.91723638,52.3375279,-0.0042720,0.54182259,70.9764372,0.00683589,2.03730056,45.7406477,-0.0022875,0.93720987,53.5462774,-0.0125106,0.74716658,40.0082273,0.01081081,1.17533184,64.0393788
988,2003-12-09,0.01086756,0.51679369,63.5232938,1.0,0.01876809,1.83778154,46.8181844,0.01225114,0.72813237,54.9973518,0.02168018,0.90646197,63.6297894,0.01600488,1.01899655,50.5666076,0.01200686,0.91367650,56.6549096,0.00357527,0.55606263,72.6533710,-0.0073715,1.96130754,44.4744740,0.00476190,0.93448103,55.8342496,0.02101926,0.76005026,50.1774501,-0.0078156,1.17348909,60.8338224
989,2003-12-10,-0.0104727,0.52352051,54.9839236,1.0,-0.0340103,1.87226872,40.7549667,0.00037821,0.72496513,55.1576313,0.00318299,0.91676787,64.5920426,-0.0027917,1.06969612,49.5876091,0.00508474,0.94078391,58.3943290,-0.0060562,0.49815139,65.7033684,-0.0336133,1.96449193,39.1868671,-0.0093031,0.93213917,50.5690654,-0.0197405,0.80630494,42.7024685,-0.0066335,1.09617026,58.1921336
990,2003-12-11,-0.0008429,0.55071778,54.3571912,1.0,-0.0097799,1.95779801,39.2349577,0.00529296,0.70392930,57.4428214,0.00396618,0.91239074,65.8097610,-0.0021994,1.05516890,48.7884082,0.00303541,0.95539388,59.4458917,0.00107529,0.48478628,66.3157510,-0.0038423,2.05892896,38.6403462,-0.0021261,0.86773902,49.4324595,0.00172617,0.84846622,43.4797130,0.02712863,1.07033117,64.8667827
991,2003-12-12,0.01209224,0.52820228,61.1864894,1.0,0.05283955,1.85003158,49.9828079,0.00376084,0.71295926,59.0481765,-0.0007901,0.92385603,65.3258430,-0.0222445,1.02849383,41.5166946,0.01815739,0.96083028,65.1391104,-0.0010741,0.44795872,65.0646251,0.03511985,1.98355631,46.0220105,0.01118609,0.79463211,55.1339815,0.00976450,0.80183929,47.8007122,0.00772035,1.11492124,66.5479547
992,2003-12-15,0.01111417,0.53605761,66.2459519,1.0,0.00797368,1.95810743,51.4520243,0.01348812,0.70708600,64.2730383,-0.0007906,0.86596364,64.8126480,0.02684970,1.03531546,50.8308671,0.01023774,0.94772240,67.9230893,0.00394267,0.43865917,67.4867330,0.02078833,2.05649187,49.9916929,0.00526776,0.83009800,57.5863615,0.00967007,0.77812856,51.7714289,-0.0040321,1.10391703,64.7907034
993,2003-12-16,-0.0136484,0.56081638,56.4128661,1.0,-0.0604932,1.88881297,41.4298582,-0.0081330,0.67306344,59.2942946,0.00105515,0.79176556,65.2051672,-0.0153691,1.11673053,46.1757640,-0.0055573,0.95897813,64.8639168,-0.0096394,0.44410301,57.0342817,-0.0470701,2.03867829,42.2563835,-0.0188646,0.82581519,47.5168709,-0.0028168,0.78731007,50.5534159,0.01012145,1.11595986,67.1277228
994,2003-12-17,0.00352895,0.59524223,58.1201884,1.0,-0.0054481,2.02321837,40.7073185,0.00782709,0.69764535,62.2966123,0.01791831,0.75230177,71.1059038,-0.0006082,1.13570280,45.9989930,0.00756081,0.96598882,67.0276328,-0.0061283,0.47367423,51.6138338,-0.0026209,2.12998528,41.8860432,0.01744710,0.82721452,55.1761062,0.00932197,0.76698748,54.3687195,-0.0028056,1.13293373,65.8105117
995,2003-12-18,0.00453456,0.59944047,60.2807286,1.0,-0.0089641,2.00633725,39.4935245,0.00221889,0.69337515,63.1332615,0.00957802,0.77591554,73.7176555,-0.0020283,1.08914098,45.3755027,0.00717784,0.96365281,68.9944665,-0.0061661,0.45310795,46.8216790,-0.0375985,2.02314973,36.9025964,0.00437445,0.85222755,56.9039329,0.00027993,0.79069851,54.4833561,0.00964638,1.11865523,68.1202237
996,2003-12-19,0.00690925,0.59883093,63.3935928,1.0,0.01457286,2.00009580,42.4698197,0.01439114,0.64561289,68.0899913,0.01256415,0.78228569,76.7189422,0.02032520,1.06888447,52.3335522,0.00064781,0.94129886,69.1744674,0.00912408,0.43063460,53.6387175,0.02499470,2.11496851,41.6830923,0.00888498,0.79472754,60.2685679,0.00027974,0.76775632,54.6061195,0.01114645,1.08593752,70.6143943
997,2003-12-22,-0.0046660,0.61838595,59.9527614,1.0,-0.0267458,2.03552566,38.6567149,-0.0120043,0.67956170,60.6583440,-0.0035453,0.79289321,74.1147369,-0.0023904,1.12642084,51.4860287,-0.0029135,0.93055186,67.2813786,0.00470166,0.45854942,56.7439865,0.00368854,2.15790176,42.3940474,0.00276290,0.82194840,61.2896568,0.00055944,0.76686531,54.8683489,-0.0078739,1.08367796,66.6059143
998,2003-12-23,0.00634251,0.60111121,62.8877002,1.0,0.01374040,2.08393941,41.4855979,0.00036818,0.70434409,60.7979747,-0.0025412,0.80471088,72.2288363,0.00299516,1.12556358,52.5210871,0.00487019,0.91199496,68.8132910,-0.0003599,0.47047624,56.4308684,0.02123315,2.09978677,46.4557111,-0.0013776,0.81858834,60.4531070,0.00810738,0.75048517,58.6026618,0.0,1.06576500,66.6059143
999,2003-12-24,0.00036530,0.59412086,63.0567020,1.0,-0.0100401,2.02337308,40.0136041,-0.0011041,0.67271846,60.1087097,0.00942672,0.78161244,74.7854192,0.00637067,1.12397563,54.7396111,0.00323095,0.89202233,69.8275039,-0.0086424,0.45792781,49.3873498,0.04558174,2.07106147,54.0969556,0.00620789,0.78620942,62.9067040,0.00332775,0.74723991,60.0747700,0.00396817,1.04699771,67.6701149
1000,2003-12-26,0.00173486,0.57484798,63.8978162,1.0,0.03194720,1.97517731,46.4582346,-0.0033161,0.66236121,57.9849570,0.00479560,0.76054161,76.0069210,0.00019786,1.14111306,54.8106870,-0.0051529,0.89334596,66.1222292,0.00472209,0.47553344,52.8223269,0.03518164,2.09263295,59.1619999,-0.0013710,0.79303368,61.9863539,0.00248756,0.71575177,61.1894911,-0.0079050,0.98037580,63.3236041
1001,2003-12-29,0.00355481,0.57618999,65.6277035,1.0,0.02751842,2.01774076,51.4511796,0.00591497,0.65291007,60.6469510,0.00728452,0.77468118,77.7765183,0.00573570,1.09389974,56.9229177,-0.0061507,0.90697028,61.9203729,0.00650760,0.47254018,57.1579578,-0.0064646,2.16296580,57.8542949,0.00051482,0.76217464,62.2096337,0.0,0.67247318,61.1894911,0.00478083,0.99396560,64.7851233
1002,2003-12-30,0.00899180,0.56333163,69.6086785,1.0,0.01291252,2.01791081,53.6933543,0.00735027,0.67133703,63.7396071,0.01197017,0.78880633,80.3587418,0.00786631,1.11099615,59.7196578,0.00423449,0.87057404,63.6236619,0.01113503,0.48678069,63.3968398,-0.0113404,2.09130562,55.5496810,0.00720415,0.72645746,65.2840872,0.00744419,0.64569598,64.6258392,0.02894536,0.99139916,72.0752923
1003,2003-12-31,0.00117026,0.58104133,70.0984405,1.0,0.00802639,1.99902824,55.0994287,0.00036483,0.67521408,63.8924005,0.00862488,0.79536469,82.0009793,0.00078050,1.05153953,59.9993410,-0.0064872,0.84389648,59.2338825,0.0,0.51398424,63.3968398,-0.0067694,2.10505082,54.1780337,0.00374655,0.72520541,66.8073700,0.00711543,0.66027075,67.6007384,0.00308285,1.03975915,72.7412819
1004,2004-01-02,0.00467539,0.53826309,72.0393626,1.0,0.00936763,1.85822654,56.7627982,0.00583515,0.63622240,66.3365888,0.00219887,0.74800262,82.4082997,0.00721386,1.00020805,62.5870171,0.01207969,0.79708397,64.1604257,0.0,0.50410038,63.3968398,-0.0011359,1.97390132,53.9389712,-0.0074652,0.67704542,61.0387100,-0.0065216,0.63730352,62.3853016,0.00153664,0.99258852,73.0868921
1005,2004-01-05,-0.0004474,0.54336274,71.5584191,1.0,-0.0060324,1.86759407,55.3280390,0.00543872,0.64779593,68.4900624,0.00195021,0.75251699,82.7812998,0.00658149,0.99642254,64.8380350,0.00774193,0.74699905,66.9504117,0.00426290,0.46816471,65.8044366,-0.0144048,1.90128843,50.8767339,-0.0008546,0.66747932,60.4004683,0.00273520,0.63820943,63.6439058,0.01457617,0.99629872,76.1771523
1006,2004-01-06,0.00420809,0.50652911,73.3590437,1.0,0.03874883,1.78554911,61.9422893,0.01658856,0.66066129,73.9859892,0.01021902,0.71307323,84.6245559,-0.0055769,1.01643531,61.4423329,0.00576184,0.70477829,68.9055098,0.00530596,0.47379285,68.5859412,0.02134617,1.81657559,54.9036551,-0.0051325,0.60448470,56.5777798,0.01336612,0.59744920,69.0999477,0.02079391,0.99968838,79.7935986
1007,2004-01-07,0.00205059,0.51959486,74.2191843,1.0,-0.0067415,1.84013326,60.2073162,-0.0007095,0.70013986,73.3866289,-0.0105972,0.72907248,75.5055364,-0.0011602,1.02539140,60.7336631,-0.0022278,0.71019122,67.2396510,0.00879662,0.47925142,72.5880145,-0.0175108,1.86104100,51.1223523,-0.0065348,0.58141108,52.0814092,0.00942121,0.62767247,72.2978576,0.00444448,1.00743198,80.4895258
1008,2004-01-08,0.00765193,0.51873794,77.1853701,1.0,0.03348416,1.82280401,65.3618078,0.00780969,0.68131564,75.7168502,-0.0041383,0.72751732,72.2653510,0.00193606,0.99339617,61.5300863,0.01626797,0.71303862,72.4630959,0.00592954,0.49151704,74.9271652,-0.0017247,1.91262175,50.7580275,-0.0015579,0.57474950,51.0466840,0.01599994,0.64852229,76.7416592,0.00294985,0.98577719,80.9603128
1009,2004-01-09,-0.0037085,0.52985439,72.7812978,1.0,0.01707526,1.90819697,67.7339711,-0.0126804,0.70734794,65.5955618,-0.0112441,0.72634734,64.2330964,0.00289858,0.91180669,62.7505744,-0.0065913,0.73631598,67.6779960,-0.0162967,0.49431257,59.7472754,-0.0445382,1.89932353,42.3747283,-0.0057212,0.56407788,47.3333160,0.00787412,0.67124808,78.5909320,-0.0213235,0.99128103,68.1255127
1010,2004-01-12,-0.0024816,0.50910270,69.9171394,1.0,0.00086099,1.84641533,67.8555528,-0.0128434,0.67855400,57.3409534,0.00618046,0.76194891,66.4177611,-0.0078998,0.84832556,57.3910306,0.00947870,0.75365930,70.6588287,0.00951704,0.51486762,64.2305053,0.03697008,1.90776836,49.4987770,0.00052315,0.57262242,47.7057823,0.00260411,0.69559998,79.1850153,-0.0270473,1.05513507,56.2120922
