#Date,SPY_pol,SPY_subj,SPY_prpr,SPY_nrpr,SPY_sdpr,VIX_pol,VIX_subj,VIX_prpr,VIX_nrpr,VIX_sdpr,AAPL_pol,AAPL_subj,AAPL_prpr,AAPL_nrpr,AAPL_sdpr,MSFT_pol,MSFT_subj,MSFT_prpr,MSFT_nrpr,MSFT_sdpr,XOM_pol,XOM_subj,XOM_prpr,XOM_nrpr,XOM_sdpr,JNJ_pol,JNJ_subj,JNJ_prpr,JNJ_nrpr,JNJ_sdpr,GE_pol,GE_subj,GE_prpr,GE_nrpr,GE_sdpr,BRK.B_pol,BRK.B_subj,BRK.B_prpr,BRK.B_nrpr,BRK.B_sdpr,AMZN_pol,AMZN_subj,AMZN_prpr,AMZN_nrpr,AMZN_sdpr,WFC_pol,WFC_subj,WFC_prpr,WFC_nrpr,WFC_sdpr,JPM_pol,JPM_subj,JPM_prpr,JPM_nrpr,JPM_sdpr,T_pol,T_subj,T_prpr,T_nrpr,T_sdpr
2000/01/01,-0.8024691358024691,0.05785714285714286,0.005714285714285714,0.052142857142857144,-0.04642857142857143,-0.16666666666666666,0.0410958904109589,0.017123287671232876,0.023972602739726026,-0.00684931506849315,-0.3125,0.027280477408354646,0.00937766410912191,0.017902813299232736,-0.008525149190110827,-0.2857142857142857,0.023007395234182416,0.008216926869350863,0.014790468364831553,-0.00657354149548069,0.38461538461538464,0.030878859857482184,0.021377672209026127,0.009501187648456057,0.011876484560570071,-0.37254901960784315,0.036454610436025735,0.01143674052894925,0.02501786990707648,-0.013581129378127233,-0.5,0.050974512743628186,0.012743628185907047,0.03823088455772114,-0.025487256371814093,-0.43333333333333335,0.04626060138781804,0.013107170393215111,0.03315343099460293,-0.020046260601387818,-0.42857142857142855,0.030303030303030304,0.008658008658008658,0.021645021645021644,-0.012987012987012988,-0.19148936170212766,0.03669008587041374,0.01483216237314598,0.02185792349726776,-0.00702576112412178,-0.3181818181818182,0.035003977724741446,0.011933174224343675,0.023070803500397773,-0.011137629276054098,-0.46153846153846156,0.04094488188976378,0.011023622047244094,0.029921259842519685,-0.01889763779527559
2000/02/01,-0.45454545454545453,0.03594771241830065,0.00980392156862745,0.026143790849673203,-0.016339869281045753,-0.2830188679245283,0.047448522829006266,0.017009847806624886,0.03043867502238138,-0.01342882721575649,-0.68,0.03556187766714083,0.005689900426742532,0.029871977240398292,-0.02418207681365576,-0.0967741935483871,0.026271186440677965,0.011864406779661017,0.01440677966101695,-0.002542372881355932,-0.24324324324324326,0.036669970267591674,0.013875123885034688,0.022794846382556987,-0.008919722497522299,-0.8297872340425532,0.0623342175066313,0.005305039787798408,0.05702917771883289,-0.05172413793103448,-0.8076923076923077,0.047229791099000905,0.004541326067211626,0.04268846503178928,-0.03814713896457766,-0.5925925925925926,0.03339517625231911,0.006802721088435374,0.026592455163883734,-0.019789734075448363,-0.8490566037735849,0.03698534542916958,0.0027913468248429866,0.034193998604326585,-0.0314026517794836,-0.6078431372549019,0.041734860883797055,0.008183306055646482,0.03355155482815057,-0.02536824877250409,-0.5384615384615384,0.031967213114754096,0.007377049180327869,0.02459016393442623,-0.01721311475409836,-0.8292682926829268,0.058823529411764705,0.005021520803443328,0.05380200860832138,-0.04878048780487805
2000/03/01,-0.7551020408163265,0.07413010590015129,0.009077155824508321,0.06505295007564296,-0.05597579425113464,-0.5421686746987951,0.05273189326556544,0.01207115628970775,0.04066073697585769,-0.028589580686149935,-0.4583333333333333,0.036226415094339624,0.009811320754716982,0.026415094339622643,-0.01660377358490566,-0.6923076923076923,0.03816046966731898,0.005870841487279843,0.03228962818003914,-0.026418786692759294,-0.24528301886792453,0.050332383665717,0.01899335232668566,0.03133903133903134,-0.012345679012345678,-0.037037037037037035,0.0430622009569378,0.02073365231259968,0.022328548644338118,-0.001594896331738437,-0.7586206896551724,0.0464,0.0056,0.0408,-0.0352,-0.7735849056603774,0.041666666666666664,0.0047169811320754715,0.036949685534591194,-0.03223270440251572,-0.4222222222222222,0.036202735317779566,0.010458567980691875,0.02574416733708769,-0.015285599356395816,-0.4583333333333333,0.03755868544600939,0.010172143974960876,0.027386541471048513,-0.017214397496087636,-0.4583333333333333,0.03755868544600939,0.010172143974960876,0.027386541471048513,-0.017214397496087636,-0.7307692307692307,0.043010752688172046,0.005789909015715467,0.03722084367245657,-0.03143093465674111
2000/04/01,-0.696969696969697,0.027545909849749584,0.004173622704507512,0.02337228714524207,-0.019198664440734557,-0.6226415094339622,0.04257028112449799,0.008032128514056224,0.03453815261044177,-0.02650602409638554,-0.21052631578947367,0.024081115335868188,0.009505703422053232,0.014575411913814956,-0.005069708491761723,-0.6538461538461539,0.04855275443510738,0.008403361344537815,0.040149393090569564,-0.031746031746031744,-0.4146341463414634,0.043478260869565216,0.012725344644750796,0.030752916224814422,-0.018027571580063628,-0.28,0.02586652871184687,0.009311950336264873,0.016554578375581996,-0.007242628039317123,-0.35064935064935066,0.05426356589147287,0.017618040873854827,0.036645525017618044,-0.019027484143763214,-0.2558139534883721,0.027232425585813805,0.01013299556681444,0.017099430018999367,-0.006966434452184927,-0.28888888888888886,0.028553299492385786,0.01015228426395939,0.018401015228426396,-0.008248730964467006,-0.40350877192982454,0.03885480572597137,0.011588275391956374,0.027266530334014997,-0.015678254942058625,-0.36,0.03698224852071006,0.011834319526627219,0.02514792899408284,-0.013313609467455622,-0.34545454545454546,0.0320139697322468,0.010477299185098952,0.021536670547147845,-0.011059371362048894
2000/05/01,0.1724137931034483,0.024555461473327687,0.014394580863674851,0.010160880609652836,0.004233700254022015,-0.11428571428571428,0.054858934169279,0.024294670846394983,0.030564263322884012,-0.006269592476489028,-0.4418604651162791,0.03300076745970836,0.00920951650038373,0.023791250959324637,-0.014581734458940905,-0.7333333333333333,0.04577822990844354,0.006103763987792472,0.03967446592065107,-0.0335707019328586,-0.47368421052631576,0.020902090209020903,0.005500550055005501,0.015401540154015401,-0.009900990099009901,-0.14814814814814814,0.046834345186470075,0.0199479618386817,0.026886383347788378,-0.006938421509106678,-0.41333333333333333,0.04918032786885246,0.014426229508196721,0.03475409836065574,-0.020327868852459016,-0.4166666666666667,0.036585365853658534,0.010670731707317074,0.025914634146341462,-0.01524390243902439,-0.5789473684210527,0.027920646583394562,0.005878030859662013,0.02204261572373255,-0.016164584864070537,-0.2698412698412698,0.04868624420401855,0.01777434312210201,0.030911901081916538,-0.01313755795981453,-0.3333333333333333,0.048091603053435114,0.01603053435114504,0.03206106870229008,-0.01603053435114504,-0.5932203389830508,0.04097222222222222,0.008333333333333333,0.03263888888888889,-0.024305555555555556
2000/06/01,-0.7090909090909091,0.042868277474668745,0.006235385814497272,0.036632891660171474,-0.030397505845674203,-0.574468085106383,0.036776212832550864,0.00782472613458529,0.028951486697965573,-0.02112676056338028,-0.7241379310344828,0.02566371681415929,0.0035398230088495575,0.022123893805309734,-0.018584070796460177,-0.7669902912621359,0.054933333333333334,0.0064,0.04853333333333333,-0.042133333333333335,-0.3076923076923077,0.022589052997393572,0.007819287576020852,0.014769765421372719,-0.0069504778453518675,-0.6144578313253012,0.043319415448851775,0.008350730688935281,0.03496868475991649,-0.02661795407098121,-0.25925925925925924,0.02195121951219512,0.008130081300813009,0.013821138211382113,-0.005691056910569106,-0.4358974358974359,0.03406113537117904,0.00960698689956332,0.02445414847161572,-0.014847161572052401,-0.7837837837837838,0.032342657342657344,0.0034965034965034965,0.028846153846153848,-0.025349650349650348,-0.5862068965517241,0.046215139442231074,0.009561752988047808,0.036653386454183264,-0.027091633466135457,-0.6363636363636364,0.04482477587612062,0.008149959250203748,0.03667481662591687,-0.02852485737571312,-0.375,0.021150033046926635,0.006609385327164574,0.014540647719762063,-0.007931262392597489
2000/07/01,-0.1111111111111111,0.0345821325648415,0.01536983669548511,0.01921229586935639,-0.0038424591738712775,-0.6363636363636364,0.044760935910478125,0.008138351983723296,0.03662258392675483,-0.028484231943031537,-0.3333333333333333,0.02030456852791878,0.00676818950930626,0.01353637901861252,-0.00676818950930626,-0.5652173913043478,0.02017543859649123,0.0043859649122807015,0.015789473684210527,-0.011403508771929825,-0.2631578947368421,0.016964285714285713,0.00625,0.010714285714285714,-0.004464285714285714,-0.7735849056603774,0.05237154150197629,0.005928853754940711,0.046442687747035576,-0.040513833992094864,-0.8695652173913043,0.03776683087027915,0.0024630541871921183,0.035303776683087026,-0.03284072249589491,-0.5625,0.027753686036426712,0.006071118820468344,0.02168256721595837,-0.015611448395490026,-0.5384615384615384,0.02315227070347284,0.005342831700801425,0.017809439002671415,-0.012466607301869992,-0.4117647058823529,0.03294573643410853,0.009689922480620155,0.023255813953488372,-0.013565891472868217,-0.6129032258064516,0.025768911055694097,0.004987531172069825,0.020781379883624274,-0.015793848711554447,-0.8064516129032258,0.027852650494159928,0.0026954177897574125,0.025157232704402517,-0.022461814914645103
2000/08/01,-0.47540983606557374,0.04472140762463343,0.011730205278592375,0.032991202346041054,-0.02126099706744868,-0.34375,0.05871559633027523,0.01926605504587156,0.03944954128440367,-0.02018348623853211,-0.5555555555555556,0.03614457831325301,0.008032128514056224,0.028112449799196786,-0.020080321285140562,-0.06666666666666667,0.04025044722719141,0.018783542039355994,0.02146690518783542,-0.0026833631484794273,0.09090909090909091,0.027707808564231738,0.015113350125944584,0.012594458438287154,0.0025188916876574307,-0.6326530612244898,0.03786707882534776,0.006955177743431221,0.030911901081916538,-0.023956723338485315,-0.5641025641025641,0.05217391304347826,0.01137123745819398,0.04080267558528428,-0.0294314381270903,-0.3793103448275862,0.042678440029433405,0.013245033112582781,0.029433406916850625,-0.016188373804267846,-0.625,0.0387409200968523,0.007263922518159807,0.031476997578692496,-0.024213075060532687,-0.5789473684210527,0.05680119581464873,0.01195814648729447,0.04484304932735426,-0.03288490284005979,-0.5666666666666667,0.048115477145148355,0.010425020048115477,0.03769045709703288,-0.0272654370489174,-0.68,0.05601194921583271,0.008961911874533234,0.04705003734129948,-0.038088125466766244
2000/09/01,-0.16279069767441862,0.03825622775800712,0.01601423487544484,0.02224199288256228,-0.006227758007117438,-0.6226415094339622,0.04260450160771704,0.008038585209003215,0.03456591639871383,-0.02652733118971061,-0.631578947368421,0.034389140271493215,0.006334841628959276,0.028054298642533938,-0.02171945701357466,-0.6071428571428571,0.04840103716508211,0.00950734658599827,0.03889369057908384,-0.029386343993085567,-0.6,0.034482758620689655,0.006896551724137931,0.027586206896551724,-0.020689655172413793,-0.11627906976744186,0.040566037735849055,0.017924528301886792,0.022641509433962263,-0.0047169811320754715,-0.3333333333333333,0.027932960893854747,0.00931098696461825,0.0186219739292365,-0.00931098696461825,-0.3076923076923077,0.026422764227642278,0.009146341463414634,0.017276422764227643,-0.008130081300813009,-0.5833333333333334,0.041811846689895474,0.008710801393728223,0.033101045296167246,-0.024390243902439025,-0.5454545454545454,0.020833333333333332,0.004734848484848485,0.016098484848484848,-0.011363636363636364,-0.7142857142857143,0.0195712954333644,0.0027958993476234857,0.016775396085740912,-0.013979496738117428,-0.08333333333333333,0.041848299912816043,0.01918047079337402,0.022667829119442023,-0.0034873583260680036
2000/10/01,-0.2972972972972973,0.03225806451612903,0.011333914559721011,0.020924149956408022,-0.00959023539668701,-0.16417910447761194,0.0422979797979798,0.017676767676767676,0.02462121212121212,-0.006944444444444444,-0.5897435897435898,0.03339041095890411,0.00684931506849315,0.026541095890410957,-0.019691780821917807,-0.2727272727272727,0.03843466107617051,0.013976240391334731,0.02445842068483578,-0.010482180293501049,-0.7714285714285715,0.041031652989449004,0.004689331770222743,0.03634232121922626,-0.031652989449003514,-0.6744186046511628,0.03765323992994746,0.006129597197898424,0.03152364273204904,-0.025394045534150613,-0.2727272727272727,0.03725656223539373,0.013547840812870448,0.023708721422523286,-0.010160880609652836,-0.5652173913043478,0.022395326192794548,0.004868549172346641,0.017526777020447908,-0.012658227848101266,-0.6,0.03330557868442964,0.006661115736885929,0.026644462947543714,-0.019983347210657785,-0.11764705882352941,0.02531645569620253,0.011169024571854059,0.014147431124348473,-0.0029784065524944155,0.034482758620689655,0.02248062015503876,0.011627906976744186,0.010852713178294573,0.0007751937984496124,-0.6538461538461539,0.03924528301886793,0.006792452830188679,0.03245283018867925,-0.025660377358490565
