#Date,SPY_adj_close
2000/01/03,107.543167
2000/01/04,103.337568
2000/01/05,103.522429
2000/01/06,101.858676
2000/01/07,107.774244
2000/01/10,108.14396599999999
2000/01/11,106.84993600000001
2000/01/12,105.78698300000001
2000/01/13,107.21965900000001
2000/01/14,108.675409
2000/01/18,107.82045900000001
2000/01/19,108.69855099999999
2000/01/20,107.03479799999999
2000/01/21,106.803721
2000/01/24,103.77658000000001
2000/01/25,104.955106
2000/01/26,104.12322900000001
2000/01/27,103.707291
2000/01/28,100.47221500000001
2000/01/31,103.198922
2000/02/01,104.21566
2000/02/02,104.308091
2000/02/03,105.87941299999999
2000/02/04,105.44033300000001
2000/02/07,105.27861399999999
2000/02/08,106.71128999999999
2000/02/09,104.46981099999999
2000/02/10,104.677814
2000/02/11,102.551907
2000/02/14,103.15270699999999
2000/02/15,104.319622
2000/02/16,102.782984
2000/02/17,102.251473
2000/02/18,100.05627700000001
2000/02/22,99.802058000000002
2000/02/23,100.98058399999999
2000/02/24,98.947108
2000/02/25,98.588915999999998
2000/02/28,100.657077
2000/02/29,101.627599
2000/03/01,102.36704499999999
2000/03/02,102.436334
2000/03/03,104.35430600000001
2000/03/06,103.337568
2000/03/07,101.338697
2000/03/08,101.21166099999999
2000/03/09,104.169445
2000/03/10,103.61485999999999
2000/03/13,102.48255
2000/03/14,101.026799
2000/03/15,103.38378299999999
2000/03/16,108.213256
2000/03/17,108.92848000000001
2000/03/20,108.37248600000001
2000/03/21,110.59646200000002
2000/03/22,111.268254
2000/03/23,113.1679
2000/03/24,113.83976000000001
2000/03/27,112.635107
2000/03/28,111.986447
2000/03/29,112.102245
2000/03/30,110.22579899999999
2000/03/31,111.476786
2000/04/03,112.125445
2000/04/04,111.291455
2000/04/05,110.59646200000002
2000/04/06,111.55781200000001
2000/04/07,112.264444
2000/04/10,111.824248
2000/04/11,111.49991799999999
2000/04/12,108.441952
2000/04/13,106.93616899999999
2000/04/14,100.820235
2000/04/17,104.34153000000001
2000/04/18,107.09829999999999
2000/04/19,106.10217800000001
2000/04/20,106.61183899999999
2000/04/24,105.45351799999999
2000/04/25,109.83193600000001
2000/04/26,108.59251100000002
2000/04/27,108.23348799999999
2000/04/28,107.561628
2000/05/01,109.021146
2000/05/02,106.843503
2000/05/03,104.34153000000001
2000/05/04,105.12918799999998
2000/05/05,106.40330700000001
2000/05/08,105.604077
2000/05/09,104.758526
2000/05/10,102.395551
2000/05/11,104.735325
2000/05/12,105.87051399999999
2000/05/15,107.700626
2000/05/16,108.743149
2000/05/17,107.60796100000002
2000/05/18,106.28750900000001
2000/05/19,104.61952700000001
2000/05/22,103.831869
2000/05/23,102.302886
2000/05/24,103.97086800000001
2000/05/25,102.18701999999999
2000/05/26,102.302886
2000/05/30,105.63884899999999
2000/05/31,105.87051399999999
2000/06/01,107.723827
2000/06/02,109.600272
2000/06/05,109.06747900000001
2000/06/06,108.58095
2000/06/07,109.33383600000001
2000/06/08,108.90528
2000/06/09,108.673616
2000/06/12,107.399497
2000/06/13,109.41494099999998
2000/06/14,109.600272
2000/06/15,109.83193600000001
2000/06/16,108.929472
2000/06/19,110.32272900000001
2000/06/20,109.92800700000001
2000/06/21,109.88156499999999
2000/06/22,108.20965600000001
2000/06/23,107.280818
2000/06/26,108.66240800000001
2000/06/27,107.86130800000001
2000/06/28,108.16321499999999
2000/06/29,107.141492
2000/06/30,107.95419199999999
2000/07/03,109.44033300000001
2000/07/05,107.46658600000001
2000/07/06,108.30253999999999
2000/07/07,110.044078
2000/07/10,109.85831
2000/07/11,110.09052
2000/07/12,110.81040400000001
2000/07/13,111.29801
2000/07/14,112.38942900000001
2000/07/17,112.20366100000001
2000/07/18,111.28641100000002
2000/07/19,110.392426
2000/07/20,111.925009
2000/07/21,109.74224
2000/07/24,109.11523999999999
2000/07/25,109.46358799999999
2000/07/26,108.39542400000001
2000/07/27,108.02388899999998
2000/07/28,105.58565400000001
2000/07/31,106.259096
2000/08/01,106.909283
2000/08/02,107.443331
2000/08/03,108.186402
2000/08/04,108.76695900000001
2000/08/07,110.067333
2000/08/08,110.48531000000001
2000/08/09,109.556472
2000/08/10,109.022356
2000/08/11,109.53321699999999
2000/08/14,110.926474
2000/08/15,110.833591
2000/08/16,110.438868
2000/08/17,111.59991599999999
2000/08/18,111.228381
2000/08/21,111.832126
2000/08/22,111.64635800000001
2000/08/23,112.08752199999999
2000/08/24,112.43587099999999
2000/08/25,112.38942900000001
2000/08/28,112.772552
2000/08/29,112.79573899999998
2000/08/30,111.71598700000001
2000/08/31,113.202128
2000/09/01,113.31826699999999
2000/09/05,112.41261599999999
2000/09/06,111.135497
2000/09/07,112.08752199999999
2000/09/08,111.321265
2000/09/11,111.15868400000001
2000/09/12,110.345984
2000/09/13,110.636224
2000/09/14,111.193527
2000/09/15,108.76086299999999
2000/09/18,107.75981999999999
2000/09/19,108.73755
2000/09/20,107.934426
2000/09/21,106.29325800000001
2000/09/22,108.22540500000001
2000/09/25,107.457223
2000/09/26,106.08371000000001
2000/09/27,106.64241299999999
2000/09/28,108.01592600000001
2000/09/29,106.99163700000001
2000/10/02,107.15455800000001
2000/10/03,106.153582
2000/10/04,107.038196
2000/10/05,107.41066399999998
2000/10/06,105.08273500000001
2000/10/09,104.291239
2000/10/10,102.56857099999999
2000/10/11,101.70720300000001
2000/10/12,99.169793999999996
2000/10/13,102.475454
2000/10/16,102.94104
2000/10/17,100.38031700000001
2000/10/18,100.00784899999999
2000/10/19,103.779094
2000/10/20,104.221367
2000/10/23,104.686953
2000/10/24,103.988574
2000/10/25,101.544282
2000/10/26,101.823634
2000/10/27,103.755781
2000/10/30,104.686953
2000/10/31,106.49110900000001
2000/11/01,106.130269
2000/11/02,106.304875
2000/11/03,106.36306200000001
2000/11/06,107.10799899999999
2000/11/07,107.084754
2000/11/08,104.710266
2000/11/09,104.31448399999999
2000/11/10,101.777075
2000/11/13,100.985579
2000/11/14,103.63941899999999
2000/11/15,103.965329
2000/11/16,102.335778
2000/11/17,101.788692
2000/11/20,100.333759
2000/11/21,100.84590300000001
2000/11/22,98.436474000000004
2000/11/24,100.450121
2000/11/27,101.334734
2000/11/28,99.588820999999996
2000/11/29,99.402586999999997
2000/11/30,98.541218999999998
2000/12/01,98.494659999999996
2000/12/04,99.332715000000007
2000/12/05,102.59181600000001
2000/12/06,100.950637
2000/12/07,99.565507999999994
2000/12/08,99.798300999999995
2000/12/11,103.26694999999999
2000/12/12,102.824609
2000/12/13,101.416223
2000/12/14,100.124211
2000/12/15,97.86274499999999
2000/12/18,99.170383999999999
2000/12/19,97.150559999999999
2000/12/20,94.336822999999995
2000/12/21,94.990643000000006
2000/12/22,97.839427999999998
2000/12/26,98.890175999999997
2000/12/27,99.614080999999999
2000/12/28,99.917606000000006
2000/12/29,98.026234000000002
2001/01/02,96.251581000000002
2001/01/03,100.87501899999999
2001/01/04,99.789155000000008
2001/01/05,96.531789000000003
2001/01/08,97.279011999999994
2001/01/09,97.022120000000001
2001/01/10,98.726755000000011
2001/01/11,98.820157999999992
2001/01/12,98.633352000000002
2001/01/16,99.263786999999994
2001/01/17,99.719137000000003
2001/01/18,100.71153000000001
2001/01/19,100.139449
2001/01/22,100.80493299999999
2001/01/23,101.598857
2001/01/24,101.90245
2001/01/25,101.64555799999999
2001/01/26,101.528839
2001/01/29,102.07057900000001
2001/01/30,102.96724399999999
2001/01/31,102.384412
2001/02/01,103.064375
2001/02/02,100.725577
2001/02/05,101.46531999999999
2001/02/06,101.16643499999999
2001/02/07,100.64338199999999
2001/02/08,99.470236999999997
2001/02/09,98.51379399999999
2001/02/12,99.642106999999996
2001/02/13,98.827625999999995
2001/02/14,98.678184000000002
2001/02/15,99.634627000000009
2001/02/16,97.437792000000002
2001/02/20,95.935879
2001/02/21,93.866074999999995
2001/02/22,94.008043999999998
2001/02/23,93.372906
2001/02/26,95.360519999999994
2001/02/27,94.478797999999998
2001/02/28,92.618209999999991
2001/03/01,93.103905000000012
2001/03/02,92.364156999999992
2001/03/05,93.208516000000003
2001/03/06,94.209796999999995
2001/03/07,94.882297999999992
2001/03/08,94.986908999999997
2001/03/09,92.177351000000002
2001/03/12,88.232018000000011
2001/03/13,89.681625999999994
2001/03/14,87.910712000000004
2001/03/15,87.933127999999996
2001/03/16,86.169433999999995
2001/03/19,87.922639000000004
2001/03/20,85.562550000000002
2001/03/21,84.109040000000007
2001/03/22,83.254913000000002
2001/03/23,85.772340999999997
2001/03/26,86.866221999999993
2001/03/27,88.641902999999999
2001/03/28,86.191909999999993
2001/03/29,86.521574999999999
2001/03/30,87.428147999999993
2001/04/02,85.562550000000002
2001/04/03,82.707968999999991
2001/04/04,83.052616
2001/04/05,86.199404000000001
2001/04/06,84.888244
2001/04/09,85.832274999999996
2001/04/10,87.398177000000004
2001/04/11,87.458117999999999
2001/04/12,89.046491000000003
2001/04/16,88.109948000000003
2001/04/17,89.353679
2001/04/18,92.905047999999994
2001/04/19,94.141285999999994
2001/04/20,93.279665000000008
2001/04/23,91.586393999999999
2001/04/24,91.091903000000002
2001/04/25,92.283181999999996
2001/04/26,92.695262999999997
2001/04/27,94.238683999999992
2001/04/30,94.898014000000003
2001/05/01,95.190215000000009
2001/05/02,95.017888999999997
2001/05/03,93.811621000000002
2001/05/04,95.407488000000001
2001/05/07,94.583331000000001
2001/05/08,94.538379000000006
2001/05/09,94.141285999999994
2001/05/10,94.418498999999997
2001/05/11,93.766668999999993
2001/05/14,93.953977000000009
2001/05/15,94.388533999999993
2001/05/16,96.613754999999998
2001/05/17,96.763599999999997
2001/05/18,97.205656999999988
2001/05/21,98.636685999999997
2001/05/22,98.50931700000001
2001/05/23,96.838527999999997
2001/05/24,97.123241000000007
2001/05/25,95.976912999999996
2001/05/29,95.212691000000007
2001/05/30,93.879055000000008
2001/05/31,94.366053000000008
2001/06/01,94.950459999999993
2001/06/04,95.407488000000001
2001/06/05,96.501374999999996
2001/06/06,95.699693999999994
2001/06/07,96.044342
2001/06/08,95.152750999999995
2001/06/11,94.478438999999995
2001/06/12,94.313606000000007
2001/06/13,93.504438000000007
2001/06/14,91.406580000000005
2001/06/15,91.55384699999999
2001/06/18,91.11054399999999
2001/06/19,91.508767000000006
2001/06/20,91.989640000000009
2001/06/21,93.034036999999998
2001/06/22,92.305211999999997
2001/06/25,91.456170999999998
2001/06/26,91.328440999999998
2001/06/27,91.27584499999999
2001/06/28,91.779257999999999
2001/06/29,92.117370999999991
2001/07/02,93.266958000000002
2001/07/03,93.24441800000001
2001/07/05,91.426116000000007
2001/07/06,89.450028000000003
2001/07/09,89.938410000000005
2001/07/10,88.856448
2001/07/11,88.946608999999995
2001/07/12,91.057948999999994
2001/07/13,91.846879000000001
2001/07/16,90.697291000000007
2001/07/17,91.546331000000009
2001/07/18,90.922702999999998
2001/07/19,91.719148000000004
2001/07/20,91.170648999999997
2001/07/23,89.374886000000004
2001/07/24,88.510820999999993
2001/07/25,89.487592000000006
2001/07/26,90.426799000000003
2001/07/27,90.772425999999996
2001/07/30,90.802481
2001/07/31,91.178163999999995
2001/08/01,91.749203000000009
2001/08/02,92.124886000000004
2001/08/03,91.621471999999997
2001/08/06,90.389234000000002
2001/08/07,90.742370999999991
2001/08/08,89.059314000000001
2001/08/09,89.322291000000007
2001/08/10,89.630353999999997
2001/08/13,89.652893999999989
2001/08/14,89.615323000000004
2001/08/15,88.841418000000004
2001/08/16,89.149480000000011
2001/08/17,87.721885
2001/08/20,88.533360999999999
2001/08/21,87.023115000000004
2001/08/22,87.924751000000001
2001/08/23,87.609178999999997
2001/08/24,89.427481999999998
2001/08/27,88.894013000000001
2001/08/28,87.594155000000001
2001/08/29,86.812733999999992
2001/08/30,85.144703000000007
2001/08/31,85.768337000000002
2001/09/04,85.219837999999996
2001/09/05,85.430218999999994
2001/09/06,83.228718999999998
2001/09/07,81.688423999999998
2001/09/10,82.687741000000003
2001/09/17,78.367390999999998
2001/09/18,78.179550000000006
2001/09/19,76.601678000000007
2001/09/20,74.167256999999992
2001/09/21,73.367066000000008
2001/09/24,75.946375000000003
2001/09/25,76.738270999999997
2001/09/26,76.466763999999998
2001/09/27,77.130444999999995
2001/09/28,78.767029000000008
2001/10/01,78.638813999999996
2001/10/02,79.626799000000005
2001/10/03,80.961703
2001/10/04,81.029583000000002
2001/10/05,80.871205000000003
2001/10/08,80.343271999999999
2001/10/09,79.913387
2001/10/10,81.693263000000002
2001/10/11,82.960293000000007
2001/10/12,82.583201000000003
2001/10/15,82.432366000000002
2001/10/16,82.952749999999995
2001/10/17,81.187961000000001
2001/10/18,81.014495999999994
2001/10/19,80.961703
2001/10/22,82.560575999999998
2001/10/23,82.138234999999995
2001/10/24,81.919521000000003
2001/10/25,83.390178000000006
2001/10/26,83.201631999999989
2001/10/29,81.037120999999999
2001/10/30,80.064228
2001/10/31,79.792721
2001/11/01,81.836559999999992
